약국명,지역,주소,개설일자,경도,위도
영미약국,용인처인구,경기도 용인시 처인구 금령로 73 (김량장동),20130701,127.2043559,37.2352302
파랑새약국,인천미추홀구,인천광역시 미추홀구 장천로112번길 3 (숭의동),20130701,126.6565669,37.4629140
새봄약국,용인기흥구,경기도 용인시 기흥구 서천로 121 원희캐슬 110호 (서천동),20130701,127.0727467,37.2371531
헬스팜약국,의정부시,경기도 의정부시 태평로 110 1층 (의정부동),20170710,127.0518480,37.7423707
플러스약국,부천시,"경기도 부천시 상동로 90 313호 (상동, 메가플러스)",20130701,126.7537046,37.5051817
봄약국,인천서구,"인천광역시 서구 중봉대로 588 302-1호 (연희동, 청라센트럴프라자)",20130701,126.6502817,37.5320802
시원약국,고양일산서구,경기도 고양시 일산서구 일산로 523 보성상가 103호 (일산동),20180518,126.7694542,37.6766742
해밀온누리약국,인천남동구,인천광역시 남동구 서창남순환로 56 (서창동),20180906,126.7511151,37.4290505
백화점약국,안산상록구,경기도 안산시 상록구 석호로 292 1층 (본오동),20130701,126.8631112,37.2933492
혜민약국,양주시,경기도 양주시 백석읍 호명로 57 (백석읍),20130715,126.9928716,37.7883156
다정약국,고양일산서구,경기도 고양시 일산서구 일청로 15-1 1층 (일산동),20130712,126.7702687,37.6859421
중앙약국,의정부시,"경기도 의정부시 민락로 210 3층 (민락동, 이마트)",20130715,127.1023779,37.7431936
새안양보룡약국,안양만안구,경기도 안양시 만안구 안양로 259 1층 (안양동),20150701,126.9236301,37.3957263
일산선약국,고양일산서구,"경기도 고양시 일산서구 가좌1로 53 110호 (가좌동, 샤르망프라자)",20130729,126.7189579,37.6875531
우리약국,수원영통구,"경기도 수원시 영통구 센트럴타운로 15 111호 (이의동, 아이플렉스)",20130730,127.0572871,37.2881647
다원약국,성남수정구,경기도 성남시 수정구 산성대로 241 5층 (신흥동),20181101,127.1440896,37.4399478
열린연세약국,인천미추홀구,"인천광역시 미추홀구 토금남로 53 (용현동, 한양프라자 105호)",20130801,126.6380949,37.4508199
국민약국,구리시,경기도 구리시 검배로 104 (수택동),20130801,127.1494178,37.5944455
고읍태양약국,양주시,"경기도 양주시 고읍남로 6-16 107호 (광사동, 광장프라자)",20160321,127.0789293,37.7957045
안녕약국,화성시,"경기도 화성시 용주로 22 2층 (안녕동, 태안농협안녕지점)",20150907,127.0142547,37.2054837
중앙약국,성남분당구,"경기도 성남시 분당구 돌마로 478 102호 (서현동, 효자촌프라자)",20130801,127.1334348,37.3769796
소나무약국,의정부시,경기도 의정부시 장곡로 224 롯데마트장암점 2층 (장암동),20180707,127.0530478,37.7237040
열린온누리약국,시흥시,경기도 시흥시 함송로14번길 13-13 (정왕동),20130801,126.7296148,37.3626898
우리팜아름약국,인천연수구,"인천광역시 연수구 용담로 11 2층 202-1호 (청학동, 시대아파트상가)",20130801,126.6691361,37.4214825
신천지약국,김포시,경기도 김포시 하성면 애기봉로 864 (하성면),20130805,126.6334924,37.7196392
스타파크약국,성남분당구,"경기도 성남시 분당구 정자일로 121 A동 7호 (정자동, 더샵스타파크)",20130731,127.1052642,37.3611713
송도B1약국,인천연수구,"인천광역시 연수구 송도국제대로 165 지하1층 (송도동, 홈플러스 송도점)",20151012,126.6563721,37.3802255
메디팜동탄약국,화성시,경기도 화성시 동탄순환대로20길 118 우성스타파크 B동 107호 (목동),20190305,127.1248249,37.1830112
마석백제약국,남양주시,경기도 남양주시 화도읍 경춘로 1992 203호,20130815,127.3093365,37.6501433
다영약국,수원영통구,"경기도 수원시 영통구 광교중앙로 250 113호 (하동, 더죤프라자)",20130812,127.0673977,37.2924012
우리민들레약국,용인수지구,"경기도 용인시 수지구 현암로 132 107호 (죽전동, C.H리베로I)",20130816,127.1239235,37.3315072
한소망약국,고양일산동구,"경기도 고양시 일산동구 고봉로 20-5 503호의 일부호 (장항동, 포오스프라자)",20130705,126.7651903,37.6642578
햇살온누리약국,인천연수구,인천광역시 연수구 앵고개로104번길 4 준빌딩 104호 (동춘동),20190618,126.6570535,37.4123896
늘희망약국,인천부평구,인천광역시 부평구 일신로14번길 34 (일신동),20130820,126.7438178,37.4842954
스마일약국,양주시,"경기도 양주시 고읍남로 18 가보프라자 1층 101,102호 (광사동)",20190905,127.0794530,37.7949810
광교프라자약국,수원영통구,"경기도 수원시 영통구 센트럴타운로 106 132호 (이의동, 센트럴프라자)",20170206,127.0501672,37.2927325
튼튼약국,수원영통구,"경기도 수원시 영통구 영통로214번길 9 304호 (영통동, 서린프라자)",20151102,127.0576271,37.2466049
마더스약국,화성시,경기도 화성시 봉담읍 효행로 278 1층 (이마트),20130828,126.9721965,37.2225421
이화힐약국,수원장안구,"경기도 수원시 장안구 수성로 315 1층 (정자동, 탑웨딩문화원)",20130828,127.0064929,37.2920625
나무약국,화성시,경기도 화성시 동탄대로시범길 148-22 109호 (청계동),20180910,127.1148912,37.2004724
가산메디칼약국,인천남동구,"인천광역시 남동구 논고개로 71 108호 (논현동, 가산타워)",20130902,126.7268215,37.3980292
종로약국,부천시,"경기도 부천시 소사동로 82 103호,104호 (소사본동)",20130902,126.8039587,37.4732009
이선온누리약국,성남분당구,"경기도 성남시 분당구 대왕판교로606번길 58 2-19A호 (삼평동, 판교 푸르지오월드마크)",20130906,127.1135510,37.3955563
동탄메디칼약국,화성시,경기도 화성시 동탄대로시범길 148-54 3층 303호 (청계동),20151127,127.1137164,37.2005425
실로암약국,인천남동구,"인천광역시 남동구 남동대로 890 101호 (간석동, 탑메디칼빌딩)",20130911,126.7086525,37.4618417
푸른약국,남양주시,경기도 남양주시 화도읍 비룡로 341 (),20171222,127.3038971,37.6814755
프라자약국,파주시,"경기도 파주시 금빛로 24-27 105,106호 (금촌동, 제일메디칼)",20130930,126.7683458,37.7519220
보정 온누리약국,용인기흥구,"경기도 용인시 기흥구 죽전로 20 209호 (보정동, 죽전누리에뜰아파트)",20170307,127.1107808,37.3199559
그린약국,인천남동구,인천광역시 남동구 석산로 131 1층 1호 (간석동),20170410,126.7064164,37.4605000
삼영약국,수원팔달구,경기도 수원시 팔달구 팔달문로3번길 4 (팔달로2가),20131001,127.0178261,37.2777468
하얀약국,광주시,경기도 광주시 광주대로 49 (경안동),20131001,127.2609259,37.4108016
위드유온누리약국,김포시,"경기도 김포시 전원로 1 106호 (장기동, 메디프라자)",20170220,126.6804755,37.6450052
프라자약국,인천서구,인천광역시 서구 원당대로 660 1층 101-1호 (당하동),20131001,126.6742976,37.5932888
근약국,양주시,경기도 양주시  고읍남로 6 (광사동),20131002,127.0801554,37.7956543
새싹약국,수원영통구,"경기도 수원시 영통구 효원로 363 B동 201호 (매탄동, 매탄위브하늘채아파트상가)",20131004,127.0414010,37.2622858
고은약국,인천남동구,인천광역시 남동구 구월말로 117 1층 (만수동),20131007,126.7253528,37.4596791
우리약국,안산상록구,"경기도 안산시 상록구 선진로 112 105(일부)호 (사동, 본오2차아파트 상가)",20131004,126.8526125,37.2806763
중앙약국,시흥시,"경기도 시흥시 대은로 90 101호 (은행동, 에메랄드빌딩)",20131014,126.7983796,37.4447078
신성온누리약국,안성시,경기도 안성시 시장길 52 (서인동),20131011,127.2706233,37.0063056
우리들약국,성남중원구,경기도 성남시 중원구 광명로 330-1 1층 (금광동),20131014,127.1627151,37.4453475
신세계온누리약국,안양동안구,"경기도 안양시 동안구 임곡로 62 116호 (비산동, 임곡프라자)",20131021,126.9337519,37.4048409
아산약국,이천시,경기도 이천시 애련정로87번길 57 (창전동),20131029,127.4470682,37.2785483
신신약국,김포시,"경기도 김포시 김포한강2로23번길 14 104호 (장기동, 강변프라자)",20151102,126.6788216,37.6422650
소망약국,인천부평구,"인천광역시 부평구 열우물로 45 103호 (십정동, 삼정빌딩)",20131101,126.7004353,37.4720985
드림약국,수원권선구,경기도 수원시 권선구 경수대로 358 (권선동),20131101,127.0234255,37.2583243
우리들약국,수원장안구,"경기도 수원시 장안구 금당로 42 1층 101호 (조원동, 그린프라자)",20170213,127.0157714,37.3028839
삼성약국,수원팔달구,경기도 수원시 팔달구 경수대로479번길 10-11 (인계동),20131101,127.0267025,37.2697351
분당새봄약국,성남분당구,"경기도 성남시 분당구 중앙공원로40번길 4 202-2호 (서현동, 현대카스올림픽골드파크)",20131104,127.1294215,37.3803092
별약국,고양덕양구,"경기도 고양시 덕양구 삼송로 12 112호 (원흥동, 반도유스퀘어)",20170406,126.8755360,37.6495662
수아약국,부천시,"경기도 부천시 소향로37번길 31-15 107호 (상동, 한림프라자)",20131101,126.7513027,37.5047581
훼미리약국,인천남동구,인천광역시 남동구 독점로3번길 26 교동빌딩 (구월동),20131104,126.7092141,37.4501311
보건약국,동두천시,경기도 동두천시 중앙로 165 (생연동),20131101,127.0521494,37.8962905
유니약국,수원권선구,경기도 수원시 권선구 권광로 68 1층 (권선동),20131104,127.0290642,37.2539941
정문약국,성남분당구,"경기도 성남시 분당구 중앙공원로40번길 42 101호 (서현동, 우성종합상가 49동)",20131104,127.1323782,37.3781753
열린약국,인천미추홀구,인천광역시 미추홀구 낙섬중로 37 1층 (용현동),20190825,126.6800777,37.5440207
스마트약국,수원권선구,경기도 수원시 권선구 금곡로 100 107호 (금곡동),20160308,126.9412749,37.2738674
한우리약국,의왕시,경기도 의왕시 부곡시장길 40 (삼동),20131118,126.9528796,37.3183291
중앙온누리약국,인천계양구,인천광역시 계양구 효서로 300 삼호프라자 107호 (작전동),20190807,126.7295475,37.5277216
한미약국,하남시,경기도 하남시 신장로 141 (덕풍동),20131118,127.2026024,37.5386275
서울무지개약국,오산시,경기도 오산시 경기대로 209 (원동),20131115,127.0731005,37.1434245
지우약국,고양덕양구,경기도 고양시 덕양구 무원로6번길 20 M타워 503호 (행신동),20130909,126.8337023,37.6134273
조일약국,남양주시,"경기도 남양주시 도농로 24 사랑관-215호 (도농동, 부영애시앙)",20131201,127.1585900,37.6087966
김약국,의정부시,경기도 의정부시 평화로 152 1층 (호원동),20131129,127.0483552,37.7053900
발안남서약국,화성시,경기도 화성시 향남읍 발안남로55번길 27 101호 (센트럴월드),20131202,126.9049585,37.1299749
송도신세계약국,인천연수구,"인천광역시 연수구 해돋이로 107 H동 8호 (송도동, 더샵퍼스트월드)",20131129,126.6478318,37.3911869
꽃피는약국,성남분당구,"경기도 성남시 분당구 성남대로926번길 6 116호 (야탑동, 대덕프라자)",20131202,127.1298637,37.4121577
튼튼약국,김포시,경기도 김포시 김포한강8로 163 한강스퀘어빌딩 1층 109호 (마산동),20180213,126.6433899,37.6370239
김포홈플러스약국,김포시,"경기도 김포시 중봉로 14 지하1층 (감정동, 홈플러스김포점)",20150826,126.6986085,37.6238474
분당서현약국,성남분당구,경기도 성남시 분당구 중앙공원로39번길 49 서현 지엔느 202호 (서현동),20180521,127.1247778,37.3837934
영종길온누리약국,인천중구,인천광역시 중구 하늘달빛로 94 113호 (중산동),20180523,126.5574834,37.4873049
동성약국,용인수지구,"경기도 용인시 수지구 용구대로 2736 1층 (죽전동, 영일죽전빌딩)",20160901,127.1093338,37.3299223
드림약국,의정부시,경기도 의정부시 시민로 117 1층 (의정부동),20190527,127.0483933,37.7387159
인계햇살약국,수원팔달구,경기도 수원시 팔달구 인계로 53 1층 (인계동),20131209,127.0237317,37.2695076
농민약국,평택시,경기도 평택시 안중읍 안현로 421 (),20131213,126.9313770,36.9875168
한결약국,하남시,경기도 하남시 신평로 70 1층 (신장동),20131216,127.2059194,37.5396337
송정우리약국,이천시,경기도 이천시 증신로291번길 133 (송정동),20131216,127.4333634,37.2950770
효성일층약국,인천계양구,"인천광역시 계양구 안남로 548 132호 (효성동, 효성프라자)",20131216,126.7110687,37.5319545
인천메디칼약국,인천남동구,"인천광역시 남동구 인하로 497-5 103호 (구월동, 푸른세상안과)",20131216,126.7015939,37.4435957
한결온누리약국,고양일산동구,"경기도 고양시 일산동구 강송로 169 102호 (마두동, 한주프라자 )",20131223,126.7836499,37.6537853
맘스케어약국,성남분당구,"경기도 성남시 분당구 서현로180번길 19 101-27,29호 (서현동, 비전월드)",20131223,127.1224588,37.3873372
백화점약국,포천시,경기도 포천시 일동면 화동로 1046-2 1층,20131218,127.3175786,37.9567237
다래약국,용인기흥구,"경기도 용인시 기흥구 삼성2로 95 3층 (농서동, 세미콘프라자)",20131223,127.0818836,37.2248889
종로프라자약국,인천남동구,인천광역시 남동구 백범로 372 수피아타워 101호 (간석동),20190813,126.7099220,37.4665194
이화약국,용인기흥구,"경기도 용인시 기흥구 보정로 32 2층 207-1호 (보정동, 지젤스포츠클럽)",20151116,127.1110392,37.3140491
착한약국,김포시,경기도 김포시 양촌읍 양곡2로 50 (),20131220,126.6275139,37.6556786
우리팜약국,인천계양구,인천광역시 계양구 계양대로 53 휘림빌딩 1층 (작전동),20180105,126.7221226,37.5285809
우리약국,하남시,"경기도 하남시 덕산로 33 108호 (덕풍동, 한솔리치빌1단지아파트)",20131227,127.1978217,37.5325678
녹십자약국,평택시,경기도 평택시 중앙로 2 (통복동),20161213,127.0835354,36.9953991
조은약국,의정부시,경기도 의정부시 평화로 323 102호 (호원동),20140219,127.0472936,37.7208747
큰길약국,용인처인구,경기도 용인시 처인구 중부대로 1154 (삼가동),20140228,127.1731969,37.2393888
민락 길 약국,의정부시,경기도 의정부시 오목로205번길 1 (민락동),20161215,127.0981047,37.7446357
뉴메디홀약국,부천시,경기도 부천시 경인로110번길 13 1층 (송내동),20161114,126.7679961,37.4834973
이안약국,성남중원구,경기도 성남시 중원구 성남대로1130번길 3 1층 (성남동),20140303,127.1297959,37.4307297
늘푸른약국,인천남동구,"인천광역시 남동구 석정로 571 102호 (간석동, 정은아파트)",20140227,126.6986923,37.4670316
이층종로약국,안산상록구,"경기도 안산시 상록구 샘골로 140 2층 203호 (본오동, 경남빌딩)",20160601,126.8633178,37.2962276
은하약국,부천시,"경기도 부천시 길주로 199 111호 (중동, 굿모닝프라자)",20140306,126.7646848,37.5050442
푸른샘약국,의정부시,"경기도 의정부시 시민로 31 (의정부동, 네오타워빌딩)",20160901,127.0387126,37.7385523
연세약국,안산단원구,"경기도 안산시 단원구 중앙대로 421 107호 (신길동, 모리아오피스텔)",20140310,126.7865042,37.3300256
청우약국,남양주시,"경기도 남양주시 경춘로 368 111호 (가운동, 브릭스타워)",20140312,127.1556209,37.6046106
종로프라자약국,남양주시,경기도 남양주시 금곡로 50 대성빌딩 (금곡동),20190118,127.2085906,37.6338078
신양곡프라자약국,김포시,경기도 김포시 양촌읍 양곡로 530 1층,20180504,126.6245605,37.6551778
중앙약국,양주시,경기도 양주시  회정로 134 (덕정동),20140318,127.0684721,37.8371569
가평온누리약국,가평군,경기도 가평군 가평읍 가화로 113 (가평읍),20140320,127.5133515,37.8297489
갈매365약국,구리시,경기도 구리시 갈매중앙로 83 107호 (갈매동),20171201,127.1172726,37.6320624
코코온누리약국,고양덕양구,"경기도 고양시 덕양구 동세로 88 102호 (삼송동, 오케이세솔프라자)",20140324,126.8836960,37.6502212
샘약국,광주시,경기도 광주시 오포읍 신현로 100-3 (오포읍),20140327,127.1577512,37.3597390
검단튼튼약국,인천서구,인천광역시 서구 청마로19번길 20 103호 (당하동),20140324,126.6726703,37.5920110
유림약국,남양주시,경기도 남양주시 와부읍 덕소로 180 312호 (두산위브상가),20140331,127.2152727,37.5799356
이화팜약국,남양주시,경기도 남양주시 와부읍 덕소로 180 214호 (두산위브상가),20140402,127.2152727,37.5799356
다온약국,수원권선구,경기도 수원시 권선구 서부로1596번길 10 1층 105호 (고색동),20170919,126.9765597,37.2515019
덕소프라자약국,남양주시,경기도 남양주시 와부읍 수레로 34 1층,20140331,127.2158940,37.5872899
광장약국,성남중원구,경기도 성남시 중원구 성남대로 1152 1층 (성남동),20140401,127.1294515,37.4327076
동인당약국,인천부평구,인천광역시 부평구 체육관로 30 삼산동 이리옴프라자 1층 103호 (삼산동),20190114,126.7348157,37.5083060
한미약국,인천미추홀구,인천광역시 미추홀구 석바위로 120 (주안동),20140401,126.6860614,37.4597576
가까운온누리약국,안산단원구,경기도 안산시 단원구 광덕대로 181 BYC빌딩 1층 (고잔동),20180102,126.8293109,37.3127957
새로운건강약국,화성시,"경기도 화성시 동탄반석로 204 102호 (반송동, 제일프라자)",20140407,127.0728210,37.2066737
삼송제일약국,고양덕양구,"경기도 고양시 덕양구 권율대로 886 102호 (신원동, 호평프라자)",20140414,126.8895596,37.6627389
중동튼튼약국,부천시,경기도 부천시 계남로 127 202호 (중동),20140414,126.7629996,37.5084857
프라자약국,동두천시,경기도 동두천시 중앙로 211 (생연동),20040702,127.0524940,37.9005604
송도바른약국,인천연수구,"인천광역시 연수구 신송로 164 1층 104호 (송도동, 아데니움프라자)",20150512,126.6488325,37.3982099
어진약국,성남중원구,경기도 성남시 중원구 둔촌대로 272 1층 (하대원동),20141022,127.1483997,37.4288256
코끼리온누리약국,고양일산서구,경기도 고양시 일산서구 중앙로 1456 서현프라자 108호 (주엽동),20141029,126.7590386,37.6715373
한마음약국,부산북구,부산광역시 북구 시랑로 159 한미빌딩 1층 (구포동),20180102,129.0127085,35.1962205
터미널약국,구미시,경상북도 구미시 송원동로 67 (원평동),20171228,128.3506497,36.1227473
올리브약국,대구중구,대구광역시 중구 달성로 37 계성빌딩 1층 (대신동),20180101,128.5818127,35.8684351
매일여는약국,마포구,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 B1094호 (상암동),20171226,126.8898316,37.5794648
명성약국,양산시,경상남도 양산시 양주로 129 리얼프라자 103호 (중부동),20180101,129.0317648,35.3366998
한우리약국,부산기장군,부산광역시 기장군 기장읍 읍내로 107 (),20171218,129.2160044,35.2452690
편한이웃약국,부산해운대구,부산광역시 해운대구 선수촌로 7 반여메디컬센터 102호 (반여동),20171218,129.1185153,35.1944428
화신약국,여수시,전라남도 여수시 여문2로 73 코아빌딩 1-7호 (문수동),20171219,127.6929933,34.7546640
이약국,안양만안구,경기도 안양시 만안구 안양로292번길 3 1층 (안양동),20171212,126.9220586,37.3986376
새싹약국,부산진구,부산광역시 부산진구 새싹로 24 1층 (부전동),20180112,129.0576069,35.1599765
바른약국,순천시,전라남도 순천시 조례못등길 16 금당빌딩 1층 (조례동),20180110,127.5263787,34.9542063
비타약국,창원마산합포구,경상남도 창원시 마산합포구 삼호로 45 (산호동),20180108,128.5853744,35.2214516
오약국,인천남동구,인천광역시 남동구 서창남순환로 140 1층 105호 (서창동),20180110,126.7436649,37.4279312
믿음약국,강릉시,강원도 강릉시 율곡로 2791 (성남동),20180129,128.9009344,37.7540661
현대약국,성동구,서울특별시 성동구 독서당로 384 중앙노인정 102호 (응봉동),20180201,127.0310936,37.5499106
천사약국,동대문구,서울특별시 동대문구 왕산로26길 13 1층 (용두동),20180201,127.0367067,37.5774463
편안한약국,부산진구,부산광역시 부산진구 가야대로 786 (부전동),20180201,129.0574871,35.1573815
바른약국,부산연제구,부산광역시 연제구 월드컵대로 186 (거제동),20180201,129.0765202,35.1881539
늘편한약국,청주흥덕구,충청북도 청주시 흥덕구 덕암로114번길 40 아이타워빌딩 104호일부호 (봉명동),20180126,127.4607008,36.6500605
삼성약국,음성군,충청북도 음성군 삼성면 금일로 666 (),20180201,127.5181785,37.0144539
정성약국,광주광산구,광주광역시 광산구 사암로 277 1층 (월곡동),20180201,126.8088111,35.1692366
알파약국,화성시,경기도 화성시 향남읍 상신하길로298번길 11 지비앤티타워 1동 105호,20180123,126.9110534,37.1147838
동신약국,성남수정구,경기도 성남시 수정구 수정로 139 (태평동),20180201,127.1356034,37.4422668
제일약국,고양일산동구,경기도 고양시 일산동구 일산로 214 화성프라자 1층 101호 (마두동),20190627,126.7898360,37.6555123
우리사랑약국,은평구,"서울특별시 은평구 은평로 108 1층 103호 (응암동, 메트로럭스주상복합APT)",20180213,126.9198793,37.5997236
세일약국,여수시,전라남도 여수시 통제영2길 8 1층 (교동),20180214,127.7329912,34.7408938
바른약국,울산남구,울산광역시 남구 남중로 37 1층 105호 (삼산동),20180213,129.3472329,35.5377209
구로약국,구로구,서울특별시 구로구 구로동로 147 MEDI FLOWER 147 1층 (구로동),20180212,126.8834138,37.4916644
와이약국,강남구,서울특별시 강남구 강남대로 408 YBM강남센터 1층 104호 (역삼동),20190904,127.0275554,37.4992268
다인온누리약국,강서구,서울특별시 강서구 마곡중앙6로 16 마곡지엠지타워 110호 (마곡동),20180213,126.8290062,37.5604016
진산종로약국,금산군,충청남도 금산군 진산면 읍내로 68 (),20180226,127.3703630,36.1437140
기운찬판도라약국,광명시,경기도 광명시 광명로 907 광명빌딩 (광명동),20180302,126.8543336,37.4799328
천마약국,경산시,경상북도 경산시 대학로 333 (조영동),20180312,128.7572309,35.8397984
다온약국,대구남구,대구광역시 남구 봉덕로 90 1층 (봉덕동),20180306,128.6003513,35.8444698
마음약국,안산단원구,경기도 안산시 단원구 광덕동로 75 사또타워 105-2호 (고잔동),20180308,126.8324497,37.3111810
서울수약국,중구,서울특별시 중구 만리재로 177 한라비발디 센트랄상가 9호 (만리동2가),20180321,126.9652534,37.5549223
건강한약국,부산동래구,부산광역시 동래구 중앙대로1325번길 29 (온천동),20180320,129.0761560,35.2054321
올바른약국,광주광산구,광주광역시 광산구 하남대로261번길 8 (신가동),20180315,126.8226402,35.1800095
린네약국,양평군,경기도 양평군 강상면 학곡길 58-14 (강상면),20171218,127.4680860,37.4761369
숭인약국,강북구,서울특별시 강북구 도봉로 59 1층 (미아동),20180920,127.0296793,37.6142243
호약국,원주시,강원도 원주시 서원대로 383 한신프라자 119호 (개운동),20171226,127.9485496,37.3319950
기린약국,계룡시,충청남도 계룡시 두마면 사계로 46 성원프라자 102호,20171226,127.2649258,36.2681790
해솔약국,고양덕양구,경기도 고양시 덕양구 화중로 54 서일빌딩 110호 (화정동),20180122,126.8307638,37.6319320
에메랄드약국,강남구,서울특별시 강남구 도산대로 122 에메랄드타워 1층 (논현동),20180207,127.0221405,37.5168540
도토약국,진주시,경상남도 진주시 석갑로53번길 28 들말대경아파트 상가301동 101호 (평거동),20180208,128.0631118,35.1749987
금성약국,부산금정구,부산광역시 금정구 금사로 95 (금사동),20180210,129.1122306,35.2210498
한마음약국,횡성군,강원도 횡성군 갑천면 청정로 274 (),20171219,128.1089433,37.5584176
행복나눔약국,홍성군,충청남도 홍성군 홍성읍 조양로 221-1 (),20180208,126.6741383,36.6000207
보건정문약국,대구북구,대구광역시 북구 팔거천동로 209 1층 (동천동),20180208,128.5576840,35.9427484
새롬약국,성북구,서울특별시 성북구 장위로 58 1층 (장위동),20180314,127.0429838,37.6138426
힐링약국,용산구,서울특별시 용산구 신흥로 53 1층 (용산동2가),20180319,126.9875404,37.5432790
송탄효자약국,평택시,경기도 평택시 탄현로 317 (신장동),20180316,127.0552767,37.0807513
편안한약국,인천서구,인천광역시 서구 원적로27번길 11 (가좌동),20180316,126.6788680,37.4893876
태평양약국,서초구,"서울특별시 서초구 중앙로 582 103호 (우면동, 서초타워)",20171023,127.0153320,37.4571487
대명약국,금천구,"서울특별시 금천구 벚꽃로 298 104호 (가산동, 대륭포스트타워6차)",20170717,126.8837813,37.4814002
하늘약국,양천구,서울특별시 양천구 중앙로 298 문화트윈타워 101호 (신정동),20190726,126.8518916,37.5228188
우리들약국,의정부시,경기도 의정부시 신흥로 141-1 1층 (호원동),20150105,127.0433496,37.7288009
한울약국,고양덕양구,"경기도 고양시 덕양구 화중로 60 302호 (화정동, 화정종합상가)",20150106,126.8308508,37.6323973
논현온누리약국,인천남동구,인천광역시 남동구 남동서로236번길 30 논현2차푸르지오시티 114호 (논현동),20171218,126.6951115,37.4095690
현약국,구리시,"경기도 구리시 갈매순환로 194 (갈매동, 신영프라자)",20170111,127.1218072,37.6365978
연두약국,용인수지구,"경기도 용인시 수지구 신봉1로 165 (신봉동, 동광프라자 203호)",20150310,127.0686200,37.3277938
큰길약국,의정부시,경기도 의정부시 흥선로 137 (의정부동),20150309,127.0425276,37.7416923
조은약국,의정부시,"경기도 의정부시 장곡로 554 103호 (신곡동, 광장빌딩)",20150313,127.0643869,37.7487164
우리약국,양주시,"경기도 양주시 삼숭로38번길 80 3층 2313호 (삼숭동, 양주자이프라자)",20170403,127.1058660,37.7961998
하나로약국,광양시,전라남도 광양시 중마중앙로 75 (중동),20180709,127.6977335,34.9369676
한사랑약국,목포시,전라남도 목포시 백년대로 391 1층 (옥암동),20101022,126.4289425,34.8082908
도담약국,성남중원구,경기도 성남시 중원구 산성대로 360 지성빌딩 1층 103호 (중앙동),20190909,127.1564041,37.4442781
허브약국,수원장안구,"경기도 수원시 장안구 서부로 2139 6019호 (율전동, SK허브블루)",20101026,126.9716347,37.2994534
신나는인덕한약국,순천시,전라남도 순천시 연향번영4길 31 (연향동),20030516,127.5177315,34.9469278
튼튼약국,고성군,경상남도 고성군 거류면 거류로 642 (거류면),20140624,128.4045030,34.9882916
새천년건강약국,안산상록구,"경기도 안산시 상록구 도매시장로 41 (이동, 장현빌딩)",20150831,126.8595021,37.3105355
대치참약국,강남구,"서울특별시 강남구 남부순환로 2927 대치 클래시아 204호,205호 (대치동)",20171226,127.0603963,37.4935668
하나약국,부산기장군,부산광역시 기장군 기장읍 차성로 436 1층,20171226,129.2177752,35.2544685
새보령약국,보령시,충청남도 보령시 한내로 75 (동대동),20190703,126.6112938,36.3447200
발ⓔ편한 세잘 약국,과천시,경기도 과천시 문원청계2길 4 1층 (문원동),20170921,127.0085894,37.4241085
태양약국,하남시,경기도 하남시 신장로 126 동부신협빌딩 1층 (신장동),20181213,127.2043135,37.5383329
호호약국,관악구,서울특별시 관악구 남부순환로 1595 1층 (신림동),20180108,126.9277222,37.4842663
서충주약국,충주시,충청북도 충주시 중앙탑면 원앙9길 18-2 센텀빌딩 지1층,20180102,127.8256134,37.0168453
진심약국,의정부시,경기도 의정부시 호국로 1319 남평프라자 1층 105호 (의정부동),20180108,127.0507776,37.7439301
으뜸약국,수원팔달구,경기도 수원시 팔달구 세지로 349 (지동),20180108,127.0252125,37.2819686
보건약국,부산사하구,부산광역시 사하구 하신번영로 127 (신평동),20180127,128.9600048,35.0941110
윤슬약국,춘천시,강원도 춘천시 후석로 7 1층 (석사동),20180124,127.7389389,37.8563129
영동큰사랑약국,영동군,충청북도 영동군 영동읍 중앙로 41 모아빌딩,20190904,127.7776136,36.1756619
아크로약국,대구수성구,"대구광역시 수성구 달구벌대로 2570 2층 204호 (만촌동, 수성 아크로타워)",20180123,128.6441067,35.8583902
화북남문약국,제주시,제주특별자치도 제주시 일주동로 185 (화북일동),20180125,126.5652301,33.5191244
하나약국,하남시,경기도 하남시 미사강변동로 73 미사강변 노블레스 112호 (망월동),20180119,127.1930378,37.5615554
종각팜약국,종로구,서울특별시 종로구 종로 68 대한기독교서회 1층 (종로2가),20180124,126.9849451,37.5699064
상계종로약국,노원구,서울특별시 노원구 한글비석로 363 1층 (중계동),20180129,127.0744474,37.6579937
그린약국,송파구,서울특별시 송파구 올림픽로 119 잠실파인애플상가 2층 60~61호 (잠실동),20180129,127.0842018,37.5120894
튼튼약국,대구중구,대구광역시 중구 이천로 234-1 (봉산동),20180129,128.5994024,35.8620319
하늘약국,고양일산동구,"경기도 고양시 일산동구 위시티4로 46 상가동 302, 303호 (식사동, 위시티일산자이2단지아파트)",20180129,126.8159951,37.6823920
153온누리약국,성동구,"서울특별시 성동구 왕십리로 410 K동 106호 (하왕십리동, 센트라스)",20180201,127.0247865,37.5665508
아이맘약국,부산해운대구,부산광역시 해운대구 해운대로 794 엘리움 701호 (좌동),20190429,129.1757589,35.1688582
청춘약국,양구군,강원도 양구군 양구읍 양구새싹로 7-3 (),20180129,127.9860487,38.1020906
세종코코약국,세종시,세종특별자치시 다정중앙로 52 페스티발2 1층 107호 (다정동),20180112,127.2492567,36.4951811
