약국명,지역,주소,개설일자,경도,위도
푸른약국,예천군,경상북도 예천군 예천읍 시장로 108 (예천읍),20151103,128.4558787,36.6564161
공약국,안동시,경상북도 안동시 경동로 867 (용상동),20150507,128.7513836,36.5595290
류약국,대구동구,대구광역시 동구 이노밸리로 321 110호 (신서동),20150518,128.7321720,35.8781524
수성우리약국,대구수성구,대구광역시 수성구 화랑로 76 (만촌동),20150518,128.6351719,35.8717164
정문약국,대구남구,대구광역시 남구 성당로 170-2 1층 (대명동),20190813,128.5705010,35.8489951
제일약국,대구수성구,대구광역시 수성구 달구벌대로 3121 (시지동),20150526,128.6986420,35.8426106
신대온누리약국,경산시,경상북도 경산시 압량면 압독3로 21 1층 101호,20190429,128.7643261,35.8416116
참약국,포항남구,경상북도 포항시 남구 중흥로 92 (상도동),20170731,129.3507698,36.0132295
감포우리약국,경주시,경상북도 경주시 감포읍 감포로6길 21-2 (감포읍),20150615,129.5027479,35.8042724
수현약국,대구중구,대구광역시 중구 동성로 39 12층 (동성로2가),20150619,128.5953615,35.8704736
시원약국,대구서구,대구광역시 서구 국채보상로 248 (평리동),20150626,128.5581495,35.8708345
스마일약국,대구달성군,대구광역시 달성군 논공읍 논공로24길 6 (),20170403,128.4466996,35.7290150
수정약국,대구달서구,대구광역시 달서구 상화로 300-21 (도원동),20150630,128.5470963,35.8074359
킴스약국,안동시,경상북도 안동시 태사2길 60 (북문동),20150708,128.7321373,36.5674284
옥산약국,경산시,경상북도 경산시 성암로12길 1 (옥산동),20150803,128.7236699,35.8232306
세복옵티마약국,대구북구,대구광역시 북구 대현남로 42 1층 (대현동),20150731,128.6077266,35.8817472
경주열린약국,경주시,경상북도 경주시 금성로 287 (성건동),20150720,129.2066107,35.8430830
원동약국,포항남구,경상북도 포항시 남구 오천읍 원동로 75 103호,20150731,129.4023537,35.9697236
손주약국,대구달서구,대구광역시 달서구 월배로 100 (진천동),20150901,128.5255054,35.8140634
구미대형약국,구미시,경상북도 구미시 1공단로 169 (공단동),20150903,128.3818679,36.1023300
미래약국,양산시,"경상남도 양산시 평산로 17 (평산동, 원강타워)",20170427,129.1529788,35.3813237
김구약국,성남수정구,"경기도 성남시 수정구 수정로 115-1 (태평동, 주민신협행복빌딩)",20170510,127.1332562,37.4416227
정문약국,중랑구,서울특별시 중랑구 신내로16길 17 101호 (신내동),20170302,127.0972088,37.6142413
푸른약국,성남수정구,경기도 성남시 수정구 산성대로 517 (양지동),20150323,127.1631710,37.4573953
내유동우리약국,고양덕양구,경기도 고양시 덕양구 유산길 22 101호 (내유동),20150323,126.845457,37.7261468
인천약국,인천동구,인천광역시 동구 샛골로 212 (송림동),20190701,126.6460240,37.4815364
밝은온누리약국,남양주시,경기도 남양주시 다산순환로 118-77 104호 (다산동),20180625,127.1483241,37.6201011
자연치유약국,구리시,"경기도 구리시 체육관로74번길 80 107호 (수택동, 럭키아파트상가)",20150327,127.1426517,37.5912374
다산약국,남양주시,경기도 남양주시 진접읍 장현로87번길 1 동아빌딩 1층,20150330,127.1819552,37.7183713
청아약국,부천시,경기도 부천시 중동로 100 209호 (중동),20150401,126.7658213,37.4887407
산림약국,이천시,경기도 이천시 중리천로72번길 2 (중리동),20150406,127.4453115,37.2789193
행복한약국,용인수지구,"경기도 용인시 수지구 용구대로 2797 103호 (죽전동, 수창빌딩)",20150406,127.1086489,37.335419
유한약국,의정부시,"경기도 의정부시 시민로 120 1층 (의정부동, 은덕빌딩 다동)",20150409,127.0484366,37.7383428
엘지약국,수원영통구,경기도 수원시 영통구 태장로 83 엘지프라자 106호 (망포동),20180702,127.0553291,37.2393296
두레약국,수원권선구,경기도 수원시 권선구 덕영대로 1083 1층 (세류동),20150423,127.0106136,37.2546263
용한약국,인천서구,"인천광역시 서구 옥빛로 4 103,4호 (경서동)",20150421,126.6309659,37.5256333
파란약국,군포시,경기도 군포시 금산로 90-1 1층 (산본동),20150427,126.9373305,37.3700918
아름약국,파주시,"경기도 파주시 한울로 67 105호 (동패동, 아름터프라자)",20150427,126.7391432,37.7108887
남수원약국,수원권선구,경기도 수원시 권선구 세지로82번길 47 1층 (권선동),20150305,127.0205107,37.2584487
에버그린약국,인천서구,인천광역시 서구 건지로 371 1층 1호 (가좌동),20150429,126.6831469,37.4969493
일산에이스약국,고양일산서구,"경기도 고양시 일산서구 중앙로 1560 (대화동, 다산스카이빌 101호)",20150501,126.7486575,37.6760821
크린팜대학약국,인천서구,인천광역시 서구 심곡로100번길 17-5 1층 (심곡동),20150430,126.6826731,37.5422917
아이사랑약국,용인기흥구,"경기도 용인시 기흥구 강남동로 10 402호 (구갈동, 강남피아)",20150501,127.1282208,37.2712263
튼튼약국,화성시,"경기도 화성시 동탄반석로 130 601호 (반송동, 드림프라자)",20161021,127.0545826,37.2737913
늘사랑약국,구로구,서울특별시 구로구 개봉로3길 59 (개봉동),20080428,126.8529823,37.4860606
유림약국,부천시,경기도 부천시 원미로 111 (원미동),19870309,126.7905218,37.4923056
좋은약국,구로구,서울특별시 구로구 경인로40길 34 (개봉동),20020201,126.8588165,37.4954139
낙원약국,청양군,충청남도 청양군 청양읍 중앙로 126 (청양읍),20021130,126.8031393,36.4505057
타워온누리약국,용인기흥구,"경기도 용인시 기흥구 죽전로 46 106호 (보정동, 타워시티)",20120201,127.1138751,37.3202658
서울약국,수원권선구,경기도 수원시 권선구 효원로 228 102호 (권선동),20140704,127.0263688,37.2625586
대성약국,구리시,경기도 구리시 경춘로 226 (수택동),19951023,127.1405869,37.6005019
하늘약국,광명시,경기도 광명시 오리로 351 1층 (소하동),20080715,126.8790772,37.4340725
전주김약국,전주완산구,전라북도 전주시 완산구 팔달로 101 (전동),20081201,127.1491796,35.8115870
문화당약국,전주덕진구,전라북도 전주시 덕진구 가리내로 30 (금암동),20020115,127.1325662,35.8344557
마더온누리약국,전주완산구,전라북도 전주시 완산구 서원로 66 (효자동2가),19910121,127.1016269,35.8133841
유한약국,익산시,전라북도 익산시 서동로 129 (마동),19780330,126.9652640,35.9355539
제일약국,진안군,전라북도 진안군 진안읍 중앙로 81-2 (진안읍),19910305,127.4263499,35.7922461
성모약국,대구수성구,대구광역시 수성구 수성로 298 (수성동2가),19861002,128.6136737,35.8520051
광장약국,대구서구,대구광역시 서구 서대구로 58 (내당동),20031009,128.5565815,35.8631346
새봄약국,인천남동구,인천광역시 남동구 구월로 348 광산빌딩 (만수동),20070801,126.7292126,37.4549848
건강한 용약국,인천계양구,인천광역시 계양구 장제로772번길 2 (계산동),20150504,126.7347782,37.5365402
운정건강약국,파주시,"경기도 파주시 미래로602번길 3 108,109호 (와동동, 윤정프라자)",20150506,126.7516861,37.7312574
양벌약국,광주시,경기도 광주시 오포읍 마루들길 216 (이가빌딩),20160816,127.2554341,37.3780758
행복한약국,양주시,경기도 양주시 광적면 부흥로 847 101호,20150511,126.9881848,37.8168607
탑마을오렌지약국,성남분당구,"경기도 성남시 분당구 야탑로69번길 21 109-111호 (야탑동, 영진다이비스상가)",20161004,127.0625426,37.7449671
제일약국,인천서구,인천광역시 서구 심곡로 133 대동상가동 1층 111호 (심곡동),20150518,126.6816200,37.5448772
조은약국,구리시,경기도 구리시 건원대로 95 인창프라자 (인창동),20190208,127.1380644,37.6094320
희망약국,평택시,경기도 평택시 중앙2로 17 (평택동),20150526,127.0889981,36.9917983
원당연세약국,인천서구,"인천광역시 서구 원당대로 866 201호 (당하동, 세브란스빌딩)",20150526,126.6976468,37.5931889
21세기약국,인천계양구,인천광역시 계양구 경명대로 1055 (계산동),20150526,126.7242744,37.5437656
역곡태평양약국,부천시,경기도 부천시 역곡로 7 105호 (역곡동),20080702,126.8113402,37.4859744
중동우리들약국,부천시,경기도 부천시 부흥로 203 (중동),20150601,126.7653401,37.4962677
화정녹십자약국,고양덕양구,"경기도 고양시 덕양구 화중로 60 109호 (화정동, 화정빌딩)",20150601,126.8308508,37.6323973
팜프라자약국,안산단원구,"경기도 안산시 단원구 달미로 64 (선부동, 롯데마트 선부점 2층)",20150603,126.8152375,37.3410904
평촌라임약국,안양동안구,"경기도 안양시 동안구 시민대로 311 314호 (관양동, 금강스마트빌딩)",20150603,126.9646868,37.3960896
지우약국,인천미추홀구,"인천광역시 미추홀구 토금남로 65 1층 (용현동, 용현프라자 (106호))",20150608,126.6391734,37.4502617
큰샘온누리약국,인천강화군,인천광역시 강화군 강화읍 중앙로 9 9,20150609,126.4920223,37.7421430
포도나무약국,인천서구,"인천광역시 서구 청라에메랄드로 134 104-1호 (연희동, 호반베르디움)",20150615,126.6579009,37.5373453
함께약국,인천서구,인천광역시 서구 서곶로 823 1층 (당하동),20150615,126.6728892,37.5907083
나래약국,수원권선구,경기도 수원시 권선구 상탑로 52 101동 (탑동),20150617,126.9768682,37.2714025
백제당약국,인천서구,인천광역시 서구 연희로 12 1층 (연희동),20150622,126.6757665,37.5493743
소하제일약국,광명시,경기도 광명시 소하로 86 1층 108호 (소하동),20150622,126.8833461,37.4472914
솔빛약국,인천동구,인천광역시 동구 송림로 12 (금곡동),20150618,126.6366757,37.4730071
오가네약국,수원권선구,경기도 수원시 권선구 경수대로 373 1층 (권선동),20150623,127.0233281,37.2598571
은지약국,파주시,경기도 파주시 조리읍 봉천로 22-1 (조리읍),20150622,126.8093276,37.7432584
진약국,인천남동구,"인천광역시 남동구 청능대로 596 B2층 J5호 (논현동, 홈플러스인천논현점)",20150528,126.7255099,37.4006218
스마일약국,부천시,경기도 부천시 소사로 180 1층 (소사본동),20150628,126.7957778,37.4742585
성남스마일약국,성남중원구,"경기도 성남시 중원구 산성대로 526 2층 2호 (은행동, 은행시장 )",20150629,127.1644846,37.4575899
365동서약국,구리시,"경기도 구리시 체육관로 162 (수택동, 온누리약국)",20170501,127.1364294,37.5990303
꽃님이약국,인천부평구,인천광역시 부평구 동수로 57-1 (부평동),20150629,126.7250550,37.4855116
장수온누리약국,동두천시,경기도 동두천시 평화로 2297 101호 (지행동),20150630,127.0569175,37.8928161
백운온누리약국,의왕시,"경기도 의왕시 백운중앙로 46 2층 225호 (학의동, 의왕백운해링턴플레이스 1단지)",20190925,126.9909355,37.2852082
장약국,화성시,"경기도 화성시 화산중앙로 44 102호 (송산동, 미림프라자)",20150703,127.0129374,37.2080530
태광프라자약국,수원권선구,경기도 수원시 권선구 매송고색로 667 (고색동),20150706,126.9774055,37.2501218
다솜약국,안산단원구,"경기도 안산시 단원구 선부광장1로 56 406호 (선부동, 일성이즈마트)",20150706,126.8107175,37.3366080
정문약국,의정부시,경기도 의정부시 흥선로 137 (의정부동),20150616,127.0425276,37.7416923
현대약국,인천부평구,인천광역시 부평구 마장로 334 108호 (산곡동),20150701,126.7038806,37.5078180
은혜약국,의정부시,경기도 의정부시 녹양로 79 (녹양동),20150708,127.0340170,37.7579501
세명약국,부천시,"경기도 부천시 소안로 24 101호 (괴안동, 가산빌딩)",20150713,126.8019644,37.4770249
사랑약국,광주시,경기도 광주시 오포읍 양벌로 208 1층,20150709,127.2538924,37.3784267
매일봄약국,용인수지구,경기도 용인시 수지구 수풍로 107 104호 (동천동),20190524,127.0931756,37.3332750
원약국,부천시,"경기도 부천시 역곡로 470 1층 (고강동, 유진프라자)",20150713,126.8163100,37.5265684
늘푸른약국,안산단원구,경기도 안산시 단원구 와동로 52 (와동),20150713,126.8296706,37.3347261
송림약국,인천동구,인천광역시 동구 송림로 73-1 1층 (송림동),20180702,126.6429103,37.4755763
연분홍약국,남양주시,경기도 남양주시 화도읍 경춘로1876번길 3 106호,20190813,127.2970755,37.6524312
365약국,인천계양구,"인천광역시 계양구 오조산로 1 107호 (작전동, 거승프라자)",20150720,126.7378165,37.5309560
신세계약국,남양주시,"경기도 남양주시 별내3로 318 103호 (별내동, 리츠프라자제2동)",20150724,127.1179266,37.6658700
세안약국,군포시,"경기도 군포시 산본로 378 (산본동, 산본사이버텔 113호, 114호)",20150727,126.9307067,37.3640073
한세약국,구리시,경기도 구리시 체육관로 140 (교문동),20171201,127.1371075,37.5971254
봄온누리약국,안산상록구,경기도 안산시 상록구 건건로 122 2층 204일부호 (건건동),20150724,126.9050986,37.3116691
샘물약국,부천시,경기도 부천시 성지로101번길 38 1층 (원종동),20150730,126.8091960,37.5281717
모닝약국,화성시,"경기도 화성시 동탄솔빛로 53 2층 205호 (반송동, 모닝타운)",20150722,127.0733164,37.1939143
두리약국,구리시,경기도 구리시 건원대로 36 (인창동),20150727,127.1405155,37.6044341
프라자약국,용인기흥구,"경기도 용인시 기흥구 흥덕중앙로 41 103호 (영덕동, 흥덕웰스프라자)",20150803,127.0714555,37.2765075
시민약국,의정부시,경기도 의정부시 시민로 130 (의정부동),20150806,127.0492236,37.7381047
중앙대성약국,부천시,경기도 부천시 부천로 85 1층 (심곡동),20150810,126.7841989,37.4919611
새롬약국,인천부평구,인천광역시 부평구 부평대로 171-11 1층 (청천동),20181127,126.7200076,37.5065047
코코약국,인천부평구,"인천광역시 부평구 경원대로 1404 115호 (부평동, 그랑프리 빌딩)",20150811,126.7250799,37.4909439
한림생약국,안양만안구,경기도 안양시 만안구 만안로 284 (안양동),20080704,126.9192910,37.4051282
화타약국,안산단원구,"경기도 안산시 단원구 라성로 48 3층 305호 (원곡동, 보성프라자)",20150813,126.8012078,37.3280026
영동약국,안산상록구,"경기도 안산시 상록구 용신로 382 105~106호 (본오동, 상경빌딩)",20150813,126.8643401,37.3014249
약사랑온누리약국,의왕시,경기도 의왕시 원골로 6 의왕그린프라자 105호 (오전동),20171211,126.9672403,37.3581055
스타약국,성남중원구,경기도 성남시 중원구 산성대로 352 102호 (중앙동),20150817,127.1555392,37.4438094
광교라운지약국,수원영통구,"경기도 수원시 영통구 광교로 191 (이의동, 이마트 3층)",20150817,127.0468999,37.2963686
보건약국,하남시,"경기도 하남시 미사강변대로 206 107호 (망월동, 리더스프라자)",20161006,127.1851668,37.5680321
소나무약국,화성시,"경기도 화성시 동탄중앙로 76 4층 403-1호 (반송동, 서건프라자)",20150817,127.0725038,37.1931571
햇살약국,평택시,"경기도 평택시 현촌4길 2-41 103호 (용이동, 한국마트 주차빌딩)",20150813,127.1332048,36.9991257
주약국,고양일산서구,"경기도 고양시 일산서구 하이파크2로 60 1층 104호 (덕이동, 든든한빌딩)",20150820,126.7559177,37.6990900
파란하늘약국,화성시,경기도 화성시 봉담읍 동화길 89 주공프라자 1층 109호 110호,20150824,126.9585867,37.2166894
설약국,안양만안구,"경기도 안양시 만안구 만안로 244 2층 1호 (안양동, 안양민자역사)",20150824,126.9220045,37.4027314
송탄종합약국,평택시,경기도 평택시 탄현로 330 (지산동),20150825,127.0563624,37.0815805
신둔우리약국,이천시,"경기도 이천시 신둔면 경충대로 3157 3,4호",20150827,127.4018416,37.3080933
참사랑약국,포천시,경기도 포천시 소흘읍 솔모루로 60-1 (소흘읍),20150831,127.1453791,37.8274696
새일산약국,고양일산동구,"경기도 고양시 일산동구 강송로 179 102호 (마두동, 신일산클리닉빌딩)",20150828,126.7832282,37.6543448
성모청약국,부천시,경기도 부천시 성지로102번길 38 (고강동),20150902,126.8133586,37.5280784
행복약국,인천미추홀구,인천광역시 미추홀구 한나루로 589 102호 (도화동),20150901,126.6717794,37.4586595
위시티사랑약국,고양일산동구,"경기도 고양시 일산동구 위시티2로11번길 31 120호 (식사동, 스타타워)",20150908,126.8121610,37.6779381
토마토약국,남양주시,"경기도 남양주시 늘을2로 26 115호 (호평동, 메인시네마타워)",20150914,127.2441115,37.6550783
상동온누리약국,부천시,"경기도 부천시 상동로 108 106호 (상동, 다인타운)",20150917,126.7538394,37.5068366
광복약국,광명시,"경기도 광명시 광복로 64 (철산동, 상원빌딩)",20150918,126.8655855,37.4896557
새싹약국,인천계양구,인천광역시 계양구 양지로 133 1층 (귤현동),20150917,126.7490693,37.5669676
호수약국,수원영통구,"경기도 수원시 영통구 도청로17번길 10 104호 (이의동, 성희프라자)",20161214,127.0539923,37.2861126
향남약국,화성시,경기도 화성시 향남읍 행정서로3길 34-6 1층,20150917,126.9187160,37.1307652
경기약국,수원권선구,경기도 수원시 권선구 정조로 523 (세류동),20150312,127.0110436,37.2559647
연인산약국,가평군,경기도 가평군 가평읍 가화로 47 1층 연인산약국,20151005,127.5154556,37.8240717
아울렛약국,광명시,"경기도 광명시 철산로 4 지하1층 192호 (철산동, 이천일아울렛)",20151006,126.8671237,37.4752545
화정햇빛약국,고양덕양구,"경기도 고양시 덕양구 충장로152번길 47 105-1호 (행신동, 햇빛마을20단지)",20151012,126.8381216,37.6246408
별내중앙약국,남양주시,경기도 남양주시 별내중앙로 49 103호 (별내동),20151013,127.1236651,37.6468546
한강약국,김포시,경기도 김포시 양촌읍 양곡2로 30 104호 (김포메디컬시티),20170511,126.6275722,37.6540901
미소탑약국,인천서구,"인천광역시 서구 청마로 17 1층 (당하동, 준성빌딩)",20151019,126.6704957,37.5924343
화정마더스약국,고양덕양구,"경기도 고양시 덕양구 화정로 52 지하2층 (화정동, 세이브존)",20151001,126.8313858,37.6343515
독일약국,안양만안구,경기도 안양시 만안구 안양로 282 1층 (안양동),20151020,126.9225816,37.3978146
온누리하늘약국,고양일산동구,"경기도 고양시 일산동구 중산로 105 107호 (중산동, 현해프라자)",20151026,126.7813726,37.6814240
광탄약국,양평군,경기도 양평군 용문면 용문로 826 826,20151020,127.6328512,37.5081717
한솔약국,파주시,경기도 파주시 탄현면 사슴벌레로 28 (한사랑내과),20151030,126.7027127,37.7754251
메디칼수약국,수원영통구,경기도 수원시 영통구 반달로 105 101호 (영통동),20170213,127.0769078,37.2525739
온누리푸른약국,인천부평구,"인천광역시 부평구 부영로189번길 51 1층 104호 (산곡동, 오남프라자)",20151109,126.7130077,37.5021887
일산그린약국,고양일산동구,"경기도 고양시 일산동구 고양대로 739 203호 (중산동, 주은프라자)",20151109,126.7783895,37.6829927
하나약국,광주동구,광주광역시 동구  남문로 745-1 (학동),20121224,126.9253543,35.1365195
행복한약국,목포시,전라남도 목포시 백년대로 325 (상동),20151211,126.4228670,34.8053468
담양좋은약국,담양군,전라남도 담양군 담양읍 천변7길 23 (담양읍),20130304,126.9829553,35.3152028
희망약국,여수시,전라남도 여수시 신월로 713 (국동),20130204,127.7195580,34.7344102
새천일약국,여수시,전라남도 여수시 중앙로 72-20 (중앙동),20130426,127.7352680,34.7397462
금호약국(역전),목포시,전라남도 목포시 영산로 89 (명륜동),20050218,126.3854891,34.7906390
열린온누리약국,광양시,전라남도 광양시 광장로 70 2동 1층 107호 (중동),20150413,127.6906807,34.9332431
생생약국,광주서구,광주광역시 서구 상무중앙로 64 (치평동),20160112,126.8488962,35.1526730
신창우리들약국,광주광산구,광주광역시 광산구 신창로 121 1층 105호 (신창동),20160229,126.8380819,35.1962018
온누리시장약국,광양시,전라남도 광양시 공영로 73 1층 (중동),20121101,127.6971600,34.9360437
온누리감초당약국,순천시,전라남도 순천시 연향1로 55 1층 (연향동),20150615,127.5213181,34.9461564
군내약국,여수시,전라남도 여수시 돌산읍 돌산로 1189 (),20180130,127.7286955,34.6166306
백제약국,구례군,전라남도 구례군 구례읍 구례1길 50 (구례읍),20120831,127.4662462,35.2097515
하나로21세기약국,광주북구,광주광역시 북구 설죽로 517 (일곡동),20151102,126.8972853,35.2052714
우리약국,강진군,전라남도 강진군 강진읍 영랑로 9 (강진읍),20130701,126.7694415,34.6368236
대추나무약국,광주북구,광주광역시 북구 면앙로 210 (두암동),20130225,126.9343758,35.1747414
코끼리약국,광주북구,광주광역시 북구 설죽로 345 (매곡동),20130201,126.8988508,35.1903166
포미약국,목포시,전라남도 목포시 용해지구로 12 (용해동),20130329,126.3981060,34.8174244
빛고을우리네약국,광주남구,"광주광역시 남구 독립로 108 (백운동, 프라임에셋)",20121016,126.9032803,35.1430462
운남온누리약국,광주광산구,광주광역시 광산구 풍영로 37 1층 (월곡동),20150821,126.8116151,35.1754051
상무제일약국,광주서구,광주광역시 서구 치평로 30 1층 (치평동),20130725,126.8476672,35.1499588
청담약국,광주서구,광주광역시 서구 무진대로 935 1층 (광천동),20140711,126.8827242,35.1619615
화정미래로약국,광주서구,광주광역시 서구 화운로 7 1층 101호 (화정동),20131202,126.8852175,35.1415313
옵티마현대약국,목포시,전라남도 목포시 섶나루길 126 (상동),20130102,126.4191739,34.8109786
빛고을약국,광주동구,광주광역시 동구 금남로169번길 8-13 (금남로5가),20130319,126.9132633,35.1526207
서광주약국,광주서구,광주광역시 서구 경열로 153-3 (양동),20120904,126.9016430,35.1547983
참조은약국,무안군,전라남도 무안군 삼향읍 대죽동로 30 1층,20171106,126.4644406,34.8111948
노화약국,완도군,전라남도 완도군 노화읍 노화로870번길 21-4 (노화읍),20150330,126.5718523,34.1774718
새금호약국,광주광산구,광주광역시 광산구 어등대로665번길 3 (소촌동),20131231,126.7909192,35.1449939
우리네온누리약국,구례군,전라남도 구례군 구례읍 동편제길 31 (구례읍),20120924,127.4612027,35.2152600
윤약국,무안군,전라남도 무안군 삼향읍 남악5로48번길 17 (삼향읍),20121126,126.4732852,34.8098549
메디팜믿음약국,광주서구,광주광역시 서구 풍암신흥로 22 1층 (풍암동),20130429,126.8659145,35.1199556
새현대약국,광양시,"전라남도 광양시 광영로 141 (광영동, 현대a상가 201호)",20130701,127.7157123,34.9662391
신동아약국,나주시,전라남도 나주시 금성관길 2 (중앙동),20130805,126.7170325,35.0317980
최약국,광주광산구,광주광역시 광산구 상무대로 256 102호 (송정동),20131106,126.7949160,35.1413157
신용약국,광주북구,광주광역시 북구 첨단연신로 261 1층 102호 (신용동),20131120,126.8590465,35.2073461
금호라인약국,광주서구,"광주광역시 서구 운천로 76 상가동 2층 205호 (금호동, 금호라인)",20131209,126.8591111,35.1392114
매곡한사랑약국,광주북구,광주광역시 북구 매곡로 34 (매곡동),20140102,126.8945693,35.1880566
건강제일약국,광주북구,광주광역시 북구 동문대로 88 1층 (두암동),20161114,126.9237942,35.1714593
동광주조제약국,광주북구,광주광역시 북구 동문대로 179-5 (두암동),20140101,126.9284738,35.1784732
천사약국,광주광산구,광주광역시 광산구 장신로 44 (장덕동),20140108,126.8149021,35.1905085
광장약국,광주동구,광주광역시 동구 남문로744번길 21-14 (학동),20161130,126.8808344,35.2111531
산정힐링약국,목포시,전라남도 목포시 양을로 151 1층 (산정동),20190221,126.3868856,34.8100121
빛고을건강약국,광주남구,광주광역시 남구 덕남길 106 (덕남동),20140127,126.8986666,35.0938042
참사랑약국,광주서구,"광주광역시 서구 운천로32번길 25 (금호동, 금호시영3단지아파트)",20190128,126.8621292,35.1357767
옵티마도유삼성약국,광주광산구,광주광역시 광산구 임방울대로 142-12 (운남동),20140214,126.8202473,35.1729465
은혜약국,장성군,전라남도 장성군 장성읍 강변안길 22-1 22,20140218,126.7748783,35.2977120
은혜약국,화순군,전라남도 화순군 화순읍 서양로 336 (화순읍),20140301,127.0009598,35.0615580
뉴욕약국,나주시,전라남도 나주시 나주로 199 (중앙동),20140225,126.7214391,35.0343653
온누리우리약국,광주서구,광주광역시 서구 운천로 8 1층 (금호동),20140303,126.8596066,35.1333538
우리힐약국,목포시,전라남도 목포시 옥암로 77-1 (옥암동),20170512,126.4269251,34.8061287
비타민약국,여수시,"전라남도 여수시 신월로 655 상가A동 103층 1호 (국동, 서희스타힐스)",20140324,127.7159916,34.7308082
빛가람포도약국,나주시,"전라남도 나주시 중야2길 29 103,104,105호 (빛가람동)",20190128,126.7846457,35.0171245
동양약국,광주서구,광주광역시 서구 상무중앙로 9 1층 107호 (치평동),20150114,126.8479410,35.1477398
파라다약국,광주북구,광주광역시 북구 유림로 165 (동림동),20150126,126.8639905,35.1773583
우리약국,무안군,전라남도 무안군 일로읍 일로로 48-1 (우리약국),20151002,126.4923674,34.8489203
참사랑약국,여수시,전라남도 여수시 여서로 173 참조은소아과 (여서동),20190301,127.7006514,34.7488484
광영승주약국,광양시,전라남도 광양시 광영로 75 (광영동),20151002,127.7206287,34.9618622
세영약국,광주북구,광주광역시 북구 밤실로 200 (두암동),20190130,126.9334649,35.1650493
서울약국,영광군,전라남도 영광군 영광읍 옥당로 235-15 (영광읍),20150401,126.5005283,35.2840094
코끼리약국,여수시,전라남도 여수시 새터로 55 1층 (신기동),20150401,127.6740059,34.7610027
푸른솔약국,광주남구,광주광역시 남구 서문대로 686 교육타워 1층 (진월동),20190222,126.8035476,35.1638618
양산약국,광주북구,"광주광역시 북구 양산로 2 1층 (양산동, 동광빌딩)",20150416,126.8746935,35.2110126
태인약국,광양시,전라남도 광양시 백운1로 153 (태인동),20180302,127.7579060,34.9427058
조은약국,영광군,전라남도 영광군 영광읍 옥당로 155 (영광읍),20150427,126.5007935,35.2758302
학동종로약국,광주동구,광주광역시 동구 의재로 57 (학동),20150511,126.9339545,35.1324574
삼성약국,광주동구,광주광역시 동구 남문로724번길 42-9 (학동),20150601,126.9260151,35.1380161
한마음약국,광주북구,광주광역시 북구 하서로 401 1층 103호 (양산동),20150323,126.8738455,35.2108026
오가네약국,순천시,전라남도 순천시 해룡면 신대로 116 1층,20150626,127.5492316,34.9338150
우리들약국,여수시,전라남도 여수시 소라면 죽림중앙로 52 102호,20150701,127.6379065,34.7647896
보건약국,광주북구,광주광역시 북구 용봉로 140-4 (중흥동),20150701,126.9119516,35.1731373
뉴365종로약국,광주광산구,광주광역시 광산구 송도로 153 1층 (도산동),20170605,126.7922471,35.1287757
미소약국,광주북구,"광주광역시 북구 양일1로 3 (연제동, 신안타워)",20171020,126.8709590,35.1974881
동림큰약국,광주서구,광주광역시 서구 유림로98번길 33 1층 (동천동),20150805,126.8676664,35.1711810
수완상록수약국,광주광산구,광주광역시 광산구 장신로 72 1층 102호 (장덕동),20150806,126.8179546,35.1904967
동광주약국,광주북구,광주광역시 북구 동문대로 155 (두암동),20150810,126.9275940,35.1766832
소명약국,장흥군,전라남도 장흥군 관산읍 관산로 89 (관산읍),20150813,126.9382724,34.5631570
광산종로약국,광주광산구,광주광역시 광산구 내상로 5-1 1층 (송정동),20171130,126.7951477,35.1410025
옥천약국,순천시,"전라남도 순천시 남문천변길 6 (장천동, 건강약국)",20150818,127.4842913,34.9528331
태종약국,광주남구,광주광역시 남구 봉선중앙로 51 102동 1층 3호 (봉선동),20150818,126.9111221,35.1254035
대학약국,목포시,전라남도 목포시 영산로 627 2동 (석현동),20150827,126.4217794,34.8212626
수완아이러브약국,광주광산구,광주광역시 광산구 수완로12번길 13 1층 (수완동),20150925,126.8295265,35.1863250
전남제일약국,여수시,"전라남도 여수시 시청로 41 (학동, 롯데리아)",20151004,127.6624481,34.7653520
미소약국,순천시,전라남도 순천시 해룡면 향매로 67 1층,20151006,127.5469124,34.9343067
명동약국,광주동구,광주광역시 동구 충장로 102-11 (충장로1가),20151020,126.9174993,35.1467803
인해약국,광주남구,"광주광역시 남구 서문대로 834 (주월동, 인애약국)",20151102,126.9013725,35.1325766
빛가람약국,나주시,전라남도 나주시 빛가람로 685 403호 (빛가람동),20151104,126.7866636,35.0215185
한사랑약국,광주서구,광주광역시 서구 상무대로695번길 1 1층 (마륵동),20151221,126.8402033,35.1428431
미소온누리약국,순천시,"전라남도 순천시 중앙로 4 1층 (장천동, 순천장례식장)",20151203,127.4879548,34.9473527
상록대서양약국,광주서구,광주광역시 서구 경열로17번길 3 (농성동),20151222,126.8889295,35.1526107
금호제일약국,광주서구,광주광역시 서구 풍금로 167 (금호동),20151229,126.8592337,35.1309005
국도약국,고흥군,전라남도 고흥군 고흥읍 고흥로 1943 (고흥읍),20160102,127.2947349,34.6218687
신세계온누리약국,목포시,전라남도 목포시 백년대로 298 (상동),20160504,126.4206704,34.8035707
한솔약국,강진군,전라남도 강진군 마량면 마량7길 14-2 (),20160201,126.8174772,34.4511020
365보배약국,순천시,전라남도 순천시 봉화2길 99 2층 (조례동),20190304,127.5178406,34.9617115
