지역,학교명,학급수,학생수,교사수
경기도 평택시,평택이화초등학교,48,1375,57
경기도 하남시,윤슬초등학교,53,1409,61
경기도 하남시,한홀초등학교,43,1122,51
경기도 하남시,청아초등학교,31,840,41
경기도 수원시 영통구,광교호수초등학교,11,257,14
경기도 시흥시,배곧한울초등학교,38,1055,44
경기도 오산시,다온초등학교,21,495,25
경기도 시흥시,배곧해솔초등학교,45,1298,51
경기도 수원시 영통구,망포초등학교,35,1021,41
경기도 용인시 기흥구,용인한얼초등학교,32,827,38
경기도 평택시,평택청아초등학교,31,783,37
경기도 남양주시,다산가람초등학교,35,936,40
경기도 평택시,용죽초등학교,37,1090,42
경기도 화성시,동탄목동초등학교,45,1263,51
경기도 화성시,다원초등학교,26,700,31
경기도 화성시,효행초등학교,55,1191,63
경기도 화성시,대양초등학교,31,829,41
경기도 화성시,치동초등학교,22,570,25
경기도 화성시,정현초등학교,46,1261,54
경기도 평택시,가내초등학교,45,1247,51
경기도 남양주시,다산한강초등학교,19,303,24
경기도 의왕시,백운호수초등학교,12,144,15
경기도 남양주시,남양주다산초등학교,38,1077,44
경기도 오산시,세마초등학교,17,404,20
경기도 남양주시,다산새봄초등학교,29,759,35
경기도 고양시 덕양구,창릉초등학교,10,75,12
경기도 고양시 덕양구,향동숲내초등학교,7,58,9
경기도 시흥시,은빛초등학교,24,604,28
경기도 시흥시,배곧누리초등학교,17,370,21
경기도 화성시,청림초등학교,27,695,31
경기도 용인시 처인구,남곡초등학교남곡분교장,5,47,6
경기도 평택시,평택서재초등학교,33,893,39
경기도 남양주시,은솔초등학교,15,332,18
강원도 춘천시,춘천교육대학교부설초등학교,19,433,22
강원도 강릉시,강동초등학교,7,83,8
강원도 강릉시,강릉초등학교,23,554,26
강원도 강릉시,경포대초등학교,6,78,7
강원도 강릉시,경포초등학교,35,836,41
강원도 강릉시,교동초등학교,18,402,20
강원도 강릉시,구정초등학교,6,91,7
강원도 강릉시,금광초등학교,7,89,8
강원도 강릉시,옥계초등학교금진분교장,2,6,2
강원도 강릉시,남강초등학교,12,210,13
강원도 강릉시,남산초등학교,23,512,27
강원도 강릉시,노암초등학교,15,330,17
강원도 강릉시,동명초등학교,17,359,19
강원도 강릉시,명주초등학교,28,671,32
강원도 강릉시,모산초등학교,7,70,8
강원도 강릉시,사천초등학교,7,76,8
강원도 강릉시,성덕초등학교,32,756,37
강원도 강릉시,성산초등학교,7,59,7
강원도 강릉시,송양초등학교,10,143,11
강원도 강릉시,신영초등학교,6,34,7
강원도 강릉시,신왕초등학교,6,34,6
강원도 강릉시,연곡초등학교,12,188,14
강원도 강릉시,영동초등학교,8,136,9
강원도 강릉시,옥계초등학교,7,72,9
강원도 강릉시,옥천초등학교,13,207,16
강원도 강릉시,왕산초등학교,6,36,7
강원도 강릉시,운양초등학교,6,73,6
강원도 강릉시,율곡초등학교,45,1162,54
강원도 강릉시,임곡초등학교,6,65,7
강원도 강릉시,정동초등학교,7,41,7
강원도 강릉시,주문진초등학교,22,390,25
강원도 강릉시,주영초등학교,7,98,8
강원도 강릉시,중앙초등학교,43,1129,52
강원도 강릉시,초당초등학교,15,333,17
강원도 강릉시,포남초등학교,14,205,16
강원도 강릉시,한솔초등학교,24,519,27
강원도 고성군,간성초등학교,17,308,22
강원도 고성군,거성초등학교,7,49,8
강원도 고성군,거진초등학교,8,110,9
강원도 고성군,공현진초등학교,6,38,7
강원도 고성군,광산초등학교,7,41,8
강원도 고성군,대진초등학교,6,33,7
강원도 고성군,도학초등학교,6,32,7
강원도 고성군,동광초등학교,6,31,7
강원도 고성군,대진초등학교명파분교장,2,4,2
강원도 고성군,아야진초등학교,7,53,8
강원도 고성군,오호초등학교,6,36,6
강원도 고성군,인흥초등학교,6,52,7
강원도 고성군,죽왕초등학교,6,60,7
강원도 고성군,천진초등학교,6,73,7
강원도 고성군,광산초등학교흘리분교장,3,9,3
강원도 동해시,남호초등학교,35,914,40
강원도 동해시,동해삼육초등학교,8,182,9
강원도 동해시,동해중앙초등학교,31,806,37
강원도 동해시,동해초등학교,14,291,17
강원도 동해시,동호초등학교,13,305,15
강원도 동해시,망상초등학교,7,69,8
강원도 동해시,묵호초등학교,7,107,8
강원도 동해시,북삼초등학교,18,380,20
강원도 동해시,북평초등학교,20,468,23
강원도 동해시,삼화초등학교,6,97,7
강원도 동해시,송정초등학교,7,81,8
강원도 동해시,창호초등학교,7,59,7
강원도 동해시,천곡초등학교,14,300,17
강원도 삼척시,근덕초등학교궁촌분교장,3,7,3
강원도 삼척시,근덕초등학교,8,114,9
강원도 삼척시,도계초등학교,12,195,14
강원도 삼척시,맹방초등학교,6,65,7
강원도 삼척시,미로초등학교,7,57,9
강원도 삼척시,삼척남초등학교,7,37,8
강원도 삼척시,삼척중앙초등학교,5,27,6
강원도 삼척시,삼척초등학교,32,816,38
강원도 삼척시,서부초등학교,14,298,16
강원도 삼척시,소달초등학교,3,10,4
강원도 삼척시,신동초등학교,3,10,3
강원도 삼척시,오저초등학교,4,11,5
강원도 삼척시,임원초등학교,5,24,6
강원도 삼척시,장원초등학교,7,77,8
강원도 삼척시,장호초등학교,5,21,6
강원도 삼척시,정라초등학교,29,709,35
강원도 삼척시,진주초등학교,13,196,15
강원도 삼척시,하장초등학교,4,16,5
강원도 삼척시,호산초등학교,7,68,8
강원도 삼척시,흥전초등학교,7,34,8
강원도 양양군,강현초등학교,7,48,8
강원도 양양군,상평초등학교공수전분교장,3,8,3
강원도 양양군,광정초등학교,6,23,6
강원도 속초시,교동초등학교,36,919,42
강원도 양양군,남애초등학교,3,16,3
강원도 속초시,대포초등학교,6,46,5
강원도 양양군,상평초등학교,6,49,7
강원도 속초시,설악초등학교,6,56,7
강원도 속초시,속초초등학교,13,233,15
강원도 양양군,손양초등학교,6,48,7
강원도 양양군,송포초등학교,4,17,5
강원도 양양군,양양초등학교,25,534,31
강원도 속초시,영랑초등학교,11,188,12
강원도 양양군,상평초등학교오색분교장,2,4,2
강원도 속초시,온정초등학교,7,62,8
강원도 양양군,인구초등학교,6,31,7
강원도 양양군,인구초등학교임호분교장,2,4,2
강원도 양양군,조산초등학교,6,40,8
강원도 속초시,조양초등학교,16,363,18
강원도 속초시,중앙초등학교,13,286,15
강원도 속초시,청대초등학교,25,612,29
강원도 속초시,청호초등학교,6,61,7
강원도 양양군,한남초등학교,6,62,7
강원도 양양군,현북초등학교,3,12,3
강원도 양양군,상평초등학교현서분교장,2,3,2
강원도 양양군,현성초등학교,3,11,3
강원도 양양군,회룡초등학교,6,31,7
강원도 양구군,도촌초등학교,7,38,8
강원도 양구군,방산초등학교,5,22,6
강원도 양구군,비봉초등학교,11,161,13
강원도 양구군,양구초등학교,29,602,33
강원도 양구군,용하초등학교,7,49,8
강원도 양구군,원당초등학교,6,32,7
강원도 양구군,임당초등학교,7,29,8
강원도 양구군,죽리초등학교,7,85,8
강원도 양구군,한전초등학교,6,51,7
강원도 양구군,해안초등학교,6,21,7
강원도 영월군,구래초등학교,4,16,4
강원도 영월군,내성초등학교,13,171,15
강원도 영월군,녹전초등학교,5,25,6
강원도 영월군,마차초등학교,6,23,7
강원도 영월군,무릉초등학교,7,42,8
강원도 영월군,봉래초등학교,7,96,8
강원도 영월군,봉래초등학교거운분교장,2,3,2
강원도 영월군,신천초등학교,6,25,7
강원도 영월군,쌍룡초등학교,6,38,7
강원도 영월군,연당초등학교,7,41,8
강원도 영월군,영월초등학교연하분교장,2,5,2
강원도 영월군,영월초등학교,29,643,34
강원도 영월군,옥동초등학교,7,34,8
강원도 영월군,주천초등학교,7,79,8
강원도 영월군,청령포초등학교,7,75,8
강원도 영월군,쌍룡초등학교토교분교장,2,4,2
강원도 원주시,고산초등학교,6,44,7
강원도 원주시,관설초등학교,7,49,8
강원도 원주시,교동초등학교,19,366,22
강원도 원주시,교학초등학교,6,34,7
강원도 원주시,귀래초등학교,7,65,8
강원도 원주시,금대초등학교,7,52,8
강원도 원주시,남원주초등학교,37,968,44
강원도 원주시,단계초등학교,30,695,34
강원도 원주시,단구초등학교,18,351,19
강원도 원주시,둔둔초등학교,9,119,11
강원도 원주시,만종초등학교,7,82,8
강원도 원주시,매지초등학교,7,53,8
강원도 원주시,명륜초등학교,24,558,27
강원도 원주시,문막초등학교,22,492,25
강원도 원주시,반계초등학교,6,54,7
강원도 원주시,봉대초등학교,33,764,38
강원도 원주시,부론초등학교,6,46,8
강원도 원주시,북원초등학교,13,230,14
강원도 원주시,비두초등학교,6,30,7
강원도 원주시,산현초등학교,4,14,5
강원도 원주시,서곡초등학교,13,174,16
강원도 원주시,서원주초등학교,32,803,39
강원도 원주시,소초초등학교,6,59,7
강원도 원주시,신림초등학교,7,49,8
강원도 원주시,신평초등학교,6,68,7
강원도 원주시,우산초등학교,13,272,15
강원도 원주시,원주삼육초등학교,18,526,19
강원도 원주시,원주초등학교,14,266,15
강원도 원주시,일산초등학교,17,352,20
강원도 원주시,장양초등학교,9,156,11
강원도 원주시,중앙초등학교,13,223,14
강원도 원주시,지정초등학교,6,56,7
강원도 원주시,치악초등학교,14,272,16
강원도 원주시,태장초등학교,33,820,38
강원도 원주시,평원초등학교,35,852,41
강원도 원주시,학성초등학교,26,602,30
강원도 원주시,호저초등학교,7,67,8
강원도 원주시,황둔초등학교,4,21,5
강원도 원주시,흥양초등학교,6,86,7
강원도 원주시,흥업초등학교,13,224,15
강원도 인제군,귀둔초등학교,6,19,7
강원도 인제군,기린초등학교,13,199,15
강원도 인제군,기린초등학교방동분교장,2,5,2
강원도 인제군,부평초등학교,7,90,8
강원도 인제군,상남초등학교,6,26,7
강원도 인제군,서화초등학교서성분교장,1,3,1
강원도 인제군,서화초등학교,8,114,9
강원도 인제군,원통초등학교신덕분교장,2,5,2
강원도 인제군,어론초등학교,8,126,10
강원도 인제군,용대초등학교,6,38,7
강원도 인제군,원통초등학교,16,299,18
강원도 인제군,월학초등학교,5,21,6
강원도 인제군,인제남초등학교,13,208,15
강원도 인제군,인제초등학교,13,246,16
강원도 인제군,기린초등학교진동분교장,2,7,2
강원도 인제군,하남초등학교,6,37,7
강원도 인제군,한계초등학교,6,57,7
강원도 정선군,갈래초등학교,7,45,8
강원도 정선군,고한초등학교,7,61,8
강원도 정선군,남선초등학교,7,40,8
강원도 정선군,남선초등학교남창분교장,3,9,3
강원도 정선군,남평초등학교,5,25,6
강원도 정선군,백전초등학교,4,12,5
강원도 정선군,벽탄초등학교,5,24,6
강원도 정선군,봉양초등학교,7,118,8
강원도 정선군,북평초등학교,6,72,7
강원도 정선군,사북초등학교,13,244,15
강원도 정선군,여량초등학교,7,44,8
강원도 정선군,예미초등학교,6,65,7
강원도 정선군,예미초등학교운치분교장,2,3,2
강원도 정선군,임계초등학교,7,83,8
강원도 정선군,정선초등학교,23,438,26
강원도 정선군,정선초등학교가수분교장,2,6,2
강원도 정선군,증산초등학교,8,82,9
강원도 정선군,함백초등학교,7,54,8
강원도 정선군,화동초등학교,7,41,8
강원도 철원군,근남초등학교,7,77,8
강원도 철원군,김화초등학교,6,52,7
강원도 철원군,내대초등학교,6,32,7
강원도 철원군,도창초등학교,3,10,3
강원도 철원군,동송초등학교,30,664,37
강원도 철원군,묘장초등학교,5,28,6
강원도 철원군,문혜초등학교,7,58,8
강원도 철원군,서면초등학교,6,71,7
강원도 철원군,신철원초등학교,19,383,23
강원도 철원군,오덕초등학교,7,86,8
강원도 철원군,와수초등학교,13,171,17
강원도 철원군,용정초등학교,6,48,7
강원도 철원군,장흥초등학교,6,84,7
강원도 철원군,철원초등학교,12,194,15
강원도 철원군,청양초등학교,9,130,10
강원도 철원군,토성초등학교,5,21,6
강원도 춘천시,가산초등학교,7,84,8
강원도 춘천시,광판초등학교,6,43,7
강원도 춘천시,교동초등학교,7,122,8
강원도 춘천시,근화초등학교,12,212,15
강원도 춘천시,금병초등학교,11,180,12
강원도 춘천시,금산초등학교,7,84,8
강원도 춘천시,남부초등학교,37,997,46
강원도 춘천시,남산초등학교,7,73,8
강원도 춘천시,남춘천초등학교,18,386,21
강원도 춘천시,당림초등학교,3,13,3
강원도 춘천시,동내초등학교,18,355,20
강원도 춘천시,동부초등학교,21,491,26
강원도 춘천시,동춘천초등학교,12,248,13
강원도 춘천시,만천초등학교,45,1113,53
강원도 춘천시,봄내초등학교,35,916,40
강원도 춘천시,봉의초등학교,16,337,18
강원도 춘천시,부안초등학교,25,608,29
강원도 춘천시,상천초등학교,7,111,8
강원도 춘천시,서상초등학교,6,57,7
강원도 춘천시,남산초등학교서천분교장,4,13,5
강원도 춘천시,석사초등학교,36,921,42
강원도 춘천시,소양초등학교,38,974,45
강원도 춘천시,송화초등학교,6,32,7
강원도 춘천시,신남초등학교,16,335,18
강원도 춘천시,신동초등학교,14,284,16
강원도 춘천시,오동초등학교,7,62,8
강원도 춘천시,우석초등학교,21,519,24
강원도 춘천시,조양초등학교,6,59,7
강원도 춘천시,중앙초등학교,16,366,18
강원도 춘천시,지촌초등학교지암분교장,4,15,5
강원도 춘천시,지촌초등학교,5,26,6
강원도 춘천시,천전초등학교,8,96,9
강원도 춘천시,추곡초등학교,3,14,3
강원도 춘천시,춘천삼육초등학교,11,260,11
강원도 춘천시,춘천초등학교,15,328,17
강원도 춘천시,호반초등학교,15,303,17
강원도 춘천시,효제초등학교,11,189,11
강원도 춘천시,후평초등학교,17,375,20
강원도 태백시,동점초등학교,5,32,6
강원도 태백시,미동초등학교,6,34,7
강원도 태백시,삼성초등학교,6,52,7
강원도 태백시,상장초등학교,13,224,15
강원도 태백시,장성초등학교,7,89,8
강원도 태백시,철암초등학교,7,42,8
강원도 태백시,태백초등학교,6,38,7
강원도 태백시,태서초등학교,7,72,8
강원도 태백시,통리초등학교,7,40,8
강원도 태백시,함태초등학교,7,121,8
강원도 태백시,황지중앙초등학교,23,467,26
강원도 태백시,황지초등학교,48,1050,55
강원도 평창군,가평초등학교,2,5,2
강원도 평창군,거문초등학교,5,36,6
강원도 평창군,계촌초등학교,6,32,7
강원도 평창군,대화초등학교,8,113,9
강원도 평창군,도성초등학교,6,39,7
강원도 평창군,대관령초등학교,6,59,7
강원도 평창군,면온초등학교,6,73,7
강원도 평창군,미탄초등학교,6,37,6
강원도 평창군,방림초등학교,5,22,6
강원도 평창군,봉평초등학교,12,182,14
강원도 평창군,속사초등학교,6,49,7
강원도 평창군,신리초등학교,6,36,7
강원도 평창군,안미초등학교,6,28,7
강원도 평창군,장평초등학교,7,61,8
강원도 평창군,주진초등학교,7,23,8
강원도 평창군,진부초등학교,13,234,16
강원도 평창군,평창초등학교,19,369,22
강원도 평창군,호명초등학교,6,66,7
강원도 평창군,횡계초등학교,9,131,10
강원도 홍천군,구송초등학교,7,35,8
강원도 홍천군,남산초등학교,43,878,51
강원도 홍천군,내촌초등학교,7,29,8
강원도 홍천군,대곡초등학교,5,24,6
강원도 홍천군,동창초등학교,3,10,3
강원도 홍천군,두촌초등학교,7,41,8
강원도 홍천군,매산초등학교,7,32,8
강원도 홍천군,명덕초등학교,12,173,14
강원도 홍천군,모곡초등학교,3,9,3
강원도 홍천군,반곡초등학교,6,31,7
강원도 홍천군,삼생초등학교,5,27,6
강원도 홍천군,삼포초등학교,6,51,7
강원도 홍천군,서석초등학교,7,57,8
강원도 홍천군,석화초등학교,16,282,18
강원도 홍천군,속초초등학교,7,46,8
강원도 홍천군,오안초등학교,6,58,7
강원도 홍천군,원당초등학교,3,12,3
강원도 홍천군,율전초등학교,4,14,5
강원도 홍천군,속초초등학교좌운분교장,2,6,2
강원도 홍천군,주봉초등학교,7,73,8
강원도 홍천군,창촌초등학교,7,48,8
강원도 홍천군,서석초등학교청량분교장,4,21,5
강원도 홍천군,한서초등학교,4,14,5
강원도 홍천군,협신초등학교,6,35,7
강원도 홍천군,홍천초등학교,33,718,39
강원도 홍천군,화계초등학교,7,82,8
강원도 홍천군,화촌초등학교,6,26,7
강원도 화천군,광덕초등학교,6,42,7
강원도 화천군,다목초등학교,4,13,5
강원도 화천군,봉오초등학교,5,22,6
강원도 화천군,사내초등학교,13,263,15
강원도 화천군,산양초등학교,6,19,7
강원도 화천군,상승초등학교,5,27,6
강원도 화천군,실내초등학교,6,32,7
강원도 화천군,오음초등학교,5,16,6
강원도 화천군,용암초등학교,7,42,8
강원도 화천군,원천초등학교,6,30,8
강원도 화천군,유촌초등학교,6,35,7
강원도 화천군,풍산초등학교,6,63,7
강원도 화천군,화천초등학교,22,459,24
강원도 횡성군,갑천초등학교,4,22,5
강원도 횡성군,강림초등학교,5,27,6
강원도 횡성군,공근초등학교,7,56,8
강원도 횡성군,안흥초등학교덕천분교장,3,8,3
강원도 횡성군,둔내초등학교,13,185,15
강원도 횡성군,서원초등학교,6,32,7
강원도 횡성군,성남초등학교,6,62,7
강원도 횡성군,성북초등학교,25,501,31
강원도 횡성군,수백초등학교,6,64,7
강원도 횡성군,안흥초등학교,7,53,8
강원도 횡성군,우천초등학교,7,71,8
강원도 횡성군,유현초등학교,4,13,5
강원도 횡성군,정금초등학교,5,24,6
강원도 횡성군,창림초등학교,6,34,7
강원도 횡성군,청일초등학교,5,22,6
강원도 횡성군,춘당초등학교,3,9,3
강원도 횡성군,횡성초등학교,26,501,31
강원도 강릉시,옥천초등학교운산분교장,6,39,6
강원도 홍천군,속초초등학교월운분교장,3,9,3
강원도 원주시,태봉초등학교,23,566,26
강원도 강릉시,주문진초등학교삼덕분교장,5,24,6
강원도 화천군,화천초등학교논미분교장,4,15,5
강원도 홍천군,화계초등학교대룡분교장,2,5,2
강원도 춘천시,성림초등학교,42,1141,47
강원도 속초시,소야초등학교,18,374,19
강원도 동해시,청운초등학교,38,960,43
강원도 영월군,마차초등학교공기분교장,1,3,1
강원도 원주시,동화초등학교,24,448,27
강원도 원주시,단관초등학교,42,1059,50
강원도 원주시,무실초등학교,28,677,34
강원도 춘천시,성원초등학교,40,1037,47
강원도 원주시,구곡초등학교,39,1027,46
강원도 속초시,청봉초등학교,29,701,36
강원도 원주시,반곡초등학교,44,1177,55
강원도 원주시,만대초등학교,34,842,41
강원도 원주시,솔샘초등학교,40,1041,46
강원도 원주시,버들초등학교,45,1165,53
강원도 춘천시,장학초등학교,33,789,38
강원도 원주시,섬강초등학교,38,956,43
충청북도 청주시 서원구,청주교육대학교부설초등학교,19,432,22
충청북도 청주시 흥덕구,한국교원대학교부설월곡초등학교,26,542,30
충청북도 괴산군,감물초등학교,7,47,8
충청북도 괴산군,괴산명덕초등학교,12,189,13
충청북도 증평군,도안초등학교,6,80,9
충청북도 괴산군,동인초등학교,18,347,21
충청북도 괴산군,목도초등학교,8,49,9
충청북도 괴산군,문광초등학교,6,57,7
충청북도 괴산군,백봉초등학교,5,26,6
충청북도 괴산군,보광초등학교,7,81,9
충청북도 증평군,삼보초등학교,30,681,34
충청북도 괴산군,소수초등학교,7,27,8
충청북도 괴산군,송면초등학교,6,38,7
충청북도 괴산군,연풍초등학교,7,27,8
충청북도 괴산군,장연초등학교,4,13,5
충청북도 증평군,죽리초등학교,7,88,8
충청북도 증평군,증평초등학교,53,1285,63
충청북도 괴산군,청안초등학교,7,40,8
충청북도 괴산군,청천초등학교,6,44,7
충청북도 괴산군,칠성초등학교,7,71,8
충청북도 단양군,가곡초등학교,5,28,6
충청북도 단양군,가곡초등학교대곡분교장,5,35,5
충청북도 단양군,가곡초등학교보발분교장,2,4,2
충청북도 단양군,가평초등학교,4,16,4
충청북도 단양군,단양초등학교,18,347,20
충청북도 단양군,단천초등학교,6,32,8
충청북도 단양군,대가초등학교,6,21,7
충청북도 단양군,대강초등학교,6,41,7
충청북도 단양군,매포초등학교,13,205,16
충청북도 단양군,별방초등학교,5,20,6
충청북도 단양군,상진초등학교,11,168,13
충청북도 단양군,어상천초등학교,6,32,7
충청북도 단양군,영춘초등학교,7,62,8
충청북도 보은군,관기초등학교,7,38,10
충청북도 보은군,내북초등학교,6,29,8
충청북도 보은군,동광초등학교,23,474,28
충청북도 보은군,산외초등학교,4,22,5
충청북도 보은군,보은삼산초등학교,16,247,19
충청북도 보은군,세중초등학교,6,25,7
충청북도 보은군,속리초등학교,6,40,7
충청북도 보은군,송죽초등학교,5,17,6
충청북도 보은군,수정초등학교,6,38,7
충청북도 보은군,수한초등학교,6,37,7
충청북도 보은군,종곡초등학교,6,41,7
충청북도 보은군,탄부초등학교,7,23,8
충청북도 보은군,판동초등학교,7,47,9
충청북도 보은군,회남초등학교,5,19,6
충청북도 보은군,회인초등학교,7,46,8
충청북도 영동군,매곡초등학교,5,18,5
충청북도 영동군,부용초등학교,11,186,13
충청북도 영동군,상촌초등학교,7,46,7
충청북도 영동군,심천초등학교,5,26,6
충청북도 영동군,양강초등학교,6,45,7
충청북도 영동군,양산초등학교,7,35,8
충청북도 영동군,구룡초등학교,7,60,7
충청북도 영동군,영동초등학교,25,595,29
충청북도 영동군,용화초등학교,6,23,8
충청북도 영동군,이수초등학교,20,406,27
충청북도 영동군,추풍령초등학교,7,45,8
충청북도 영동군,학산초등학교,7,48,9
충청북도 영동군,황간초등학교,10,148,12
충청북도 옥천군,군남초등학교,8,79,9
충청북도 옥천군,군서초등학교,7,44,7
충청북도 옥천군,동이초등학교,7,40,9
충청북도 옥천군,동이초등학교우산분교장,4,16,5
충청북도 옥천군,삼양초등학교,33,788,37
충청북도 옥천군,안남초등학교,5,28,6
충청북도 옥천군,안내초등학교,7,33,8
충청북도 옥천군,이원초등학교,7,97,8
충청북도 옥천군,죽향초등학교,18,335,23
충청북도 옥천군,증약초등학교,7,48,8
충청북도 옥천군,증약초등학교대정분교장,3,7,3
충청북도 옥천군,청산초등학교,7,61,8
충청북도 옥천군,청성초등학교,5,24,7
충청북도 음성군,감곡초등학교,14,241,17
충청북도 음성군,남신초등학교,18,347,21
충청북도 음성군,능산초등학교,6,28,7
충청북도 음성군,대소초등학교,31,733,38
충청북도 음성군,맹동초등학교,9,90,10
충청북도 음성군,무극초등학교,21,412,23
충청북도 음성군,부윤초등학교,7,67,8
충청북도 음성군,삼성초등학교,12,177,14
충청북도 음성군,생극초등학교,8,137,10
충청북도 음성군,소이초등학교,6,56,7
충청북도 음성군,수봉초등학교,18,331,23
충청북도 음성군,쌍봉초등학교,6,54,7
충청북도 음성군,오갑초등학교,6,34,7
충청북도 음성군,오선초등학교,7,79,8
충청북도 음성군,용천초등학교,27,607,31
충청북도 음성군,원남초등학교,7,58,8
충청북도 음성군,원당초등학교,6,84,7
충청북도 음성군,청룡초등학교,6,75,7
충청북도 음성군,평곡초등학교,6,50,7
충청북도 음성군,하당초등학교,6,75,7
충청북도 제천시,금성초등학교,7,47,7
충청북도 제천시,남당초등학교,9,161,12
충청북도 제천시,남천초등학교,12,170,14
충청북도 제천시,동명초등학교,29,713,35
충청북도 제천시,두학초등학교,7,62,9
충청북도 제천시,명지초등학교,34,743,40
충청북도 제천시,백운초등학교,7,65,8
충청북도 제천시,봉양초등학교,7,80,8
충청북도 제천시,송학초등학교,6,38,7
충청북도 제천시,수산초등학교,7,32,8
충청북도 제천시,신백초등학교,17,344,21
충청북도 제천시,왕미초등학교,12,236,14
충청북도 제천시,용두초등학교,13,266,15
충청북도 제천시,의림초등학교,27,657,32
충청북도 제천시,입석초등학교,6,25,7
충청북도 제천시,제천덕산초등학교,6,66,9
충청북도 제천시,제천중앙초등학교,15,314,20
충청북도 제천시,청풍초등학교,5,21,6
충청북도 제천시,한송초등학교,4,13,5
충청북도 제천시,홍광초등학교,30,679,35
충청북도 제천시,화당초등학교,6,48,7
충청북도 제천시,화산초등학교,16,319,18
충청북도 진천군,구정초등학교,6,65,7
충청북도 진천군,금구초등학교,6,58,7
충청북도 진천군,만승초등학교,31,710,34
충청북도 진천군,문백초등학교,7,69,8
충청북도 진천군,문상초등학교,8,131,9
충청북도 진천군,백곡초등학교,6,45,7
충청북도 진천군,성암초등학교,7,57,8
충청북도 진천군,옥동초등학교,48,1243,56
충청북도 진천군,이월초등학교,12,150,14
충청북도 진천군,진천삼수초등학교,36,823,43
충청북도 진천군,진천상산초등학교,39,906,46
충청북도 진천군,초평초등학교,7,64,9
충청북도 진천군,학성초등학교,7,89,8
충청북도 진천군,한천초등학교,13,214,15
충청북도 청주시 상당구,가덕초등학교,6,50,7
충청북도 청주시 청원구,각리초등학교,57,1681,69
충청북도 청주시 서원구,갈원초등학교,7,71,8
충청북도 청주시 흥덕구,강내초등학교,7,71,7
충청북도 청주시 흥덕구,오송초등학교,10,164,12
충청북도 청주시 서원구,남이초등학교,6,117,7
충청북도 청주시 상당구,남일초등학교,13,270,16
충청북도 청주시 상당구,낭성초등학교,7,52,8
충청북도 청주시 청원구,내수초등학교,19,385,22
충청북도 청주시 청원구,대길초등학교,6,33,7
충청북도 청주시 상당구,동화초등학교,7,74,8
충청북도 청주시 흥덕구,만수초등학교,52,1366,62
충청북도 청주시 상당구,문의초등학교,7,92,8
충청북도 청주시 상당구,문의초등학교도원분교장,6,64,7
충청북도 청주시 상당구,미원초등학교,8,81,9
충청북도 청주시 상당구,미원초등학교금관분교장,4,15,4
충청북도 청주시 청원구,북이초등학교,7,78,7
충청북도 청주시 청원구,비상초등학교,6,79,7
충청북도 청주시 흥덕구,상봉초등학교,7,29,8
충청북도 청주시 청원구,석성초등학교,6,34,8
충청북도 청주시 청원구,수성초등학교,31,673,36
충청북도 청주시 청원구,수성초등학교구성분교장,6,31,7
충청북도 청주시 상당구,신송초등학교,7,49,8
충청북도 청주시 청원구,오창초등학교,12,185,13
충청북도 청주시 흥덕구,옥산초등학교,23,473,29
충청북도 청주시 서원구,옥포초등학교,6,40,7
충청북도 청주시 청원구,청원초등학교,40,1036,49
충청북도 청주시 상당구,행정초등학교,6,32,7
충청북도 청주시 서원구,현도초등학교,6,40,7
충청북도 청주시 흥덕구,가경초등학교,16,281,18
충청북도 청주시 흥덕구,강서초등학교,30,749,34
충청북도 청주시 서원구,개신초등학교,42,1056,52
충청북도 청주시 흥덕구,경덕초등학교,25,491,30
충청북도 청주시 흥덕구,경산초등학교,21,489,25
충청북도 청주시 상당구,교동초등학교,32,800,37
충청북도 청주시 상당구,금천초등학교,39,965,46
충청북도 청주시 서원구,남성초등학교,31,733,35
충청북도 청주시 서원구,남평초등학교,40,994,49
충청북도 청주시 청원구,청주내덕초등학교,13,218,15
충청북도 청주시 청원구,청주대성초등학교,15,455,16
충청북도 청주시 청원구,덕벌초등학교,19,386,21
충청북도 청주시 청원구,덕성초등학교,23,485,28
충청북도 청주시 상당구,동주초등학교,43,1112,54
충청북도 청주시 서원구,모충초등학교,19,380,22
충청북도 청주시 흥덕구,복대초등학교,13,210,14
충청북도 청주시 흥덕구,봉명초등학교,20,480,25
충청북도 청주시 흥덕구,봉정초등학교,28,621,33
충청북도 청주시 청원구,북일초등학교,7,50,7
충청북도 청주시 서원구,분평초등학교,24,530,29
충청북도 청주시 서원구,사직초등학교,16,290,18
충청북도 청주시 상당구,상당초등학교,21,533,25
충청북도 청주시 청원구,새터초등학교,26,631,31
충청북도 청주시 흥덕구,서원초등학교,14,274,15
충청북도 청주시 흥덕구,서촌초등학교,6,41,5
충청북도 청주시 상당구,석교초등학교,15,260,17
충청북도 청주시 서원구,수곡초등학교,22,497,26
충청북도 청주시 상당구,용담초등학교,18,330,22
충청북도 청주시 상당구,용담초등학교현양원분교장,5,15,5
충청북도 청주시 상당구,용암초등학교,33,750,38
충청북도 청주시 청원구,우암초등학교,14,251,15
충청북도 청주시 상당구,운동초등학교,7,95,8
충청북도 청주시 흥덕구,운천초등학교,25,532,30
충청북도 청주시 상당구,원봉초등학교,26,654,30
충청북도 청주시 서원구,원평초등학교,30,653,36
충청북도 청주시 청원구,율량초등학교,27,652,31
충청북도 청주시 상당구,주성초등학교,13,191,15
